"K008552"	(2342.631376,0.000404179067)
"O005611"	(1471.142663,0.000969039709)
"C009513"	(2417.974652,0.001385967328)
"D002550"	(990.741538,0.0005683774663)
"A009139"	(1931.911332,0.001106091071)
"G004426"	(2096.107433,0.001202573819)
"J001585"	(2588.206245,0.001482137269)
"N001751"	(2634.635034,0.001510974442)
"N006898"	(133.5263684,7.665602052e-05)
"O016329"	(2343.54538,0.001344463984)
"G002423"	(2882.486907,0.001653277222)
"J012270"	(2758.637356,0.001582346676)
"N005420"	(1681.917951,0.0009622840469)
"N004381"	(2082.750354,0.001193965255)
"F008470"	(1428.536473,0.0008195221628)
"M008341"	(2163.624744,0.001241152781)
"I007327"	(2051.077423,0.001177944918)
"F010188"	(1326.969517,0.000761123639)
"O012392"	(2451.560818,0.0004469283091)
"C011464"	(236.1586484,4.254634234e-05)
"M000630"	(2932.962033,0.0005323178857)
"O016184"	(1858.402823,0.0003376718351)
"D008910"	(1317.389198,0.0002399400536)
"D000628"	(2396.785636,0.0004331061299)
"F008342"	(2512.109334,0.0004545000055)
"F008622"	(1249.842456,0.0002276404554)
"I012989"	(2596.869781,0.0004734440865)
"P001454"	(2428.53478,0.0004401991341)
"A004301"	(1924.62266,0.0003492582447)
"B000190"	(1258.763421,0.0002292277031)
"Q000949"	(1991.914941,0.0003614516538)
"P007654"	(2435.578069,0.0004416692466)
"O006527"	(1901.298208,0.0003472756109)
"G009629"	(337.3407351,6.09819989e-05)
"C015344"	(2069.2347,0.001963599415)
"M009065"	(2143.5267,0.00203375004)
"P014843"	(2406.308147,0.002286143884)
"G003506"	(2556.027146,0.00242431301)
"F014741"	(2833.662322,0.00268808194)
"N001116"	(1138.966809,0.001080976472)
"B014908"	(2196.071909,0.002085695349)
"A008667"	(2035.288805,0.001930641763)
"C011014"	(2996.299474,0.002847668792)
"O012502"	(1992.295411,0.001890236963)
"N015136"	(513.7441423,0.0004868410047)
"G011912"	(2502.384374,0.002378640842)
"A009729"	(2183.255141,0.002071212032)
"A015830"	(2653.422254,0.002518484689)
"A006276"	(2894.649208,0.002747431965)
"D001140"	(3042.785993,0.002885775346)
"F013587"	(1326.968298,0.001048680621)
"I016028"	(2954.269839,0.002334021833)
"L004574"	(618.9348229,0.0004891104842)
"P011456"	(2362.932591,0.001868399696)
"G015624"	(1350.189887,0.001067211316)
"O016134"	(1864.300688,0.001473120902)
"G013115"	(1882.12051,0.001486495717)
"A015787"	(1411.471039,0.001114340961)
"O014650"	(333.9609623,0.0002631925004)
"L002263"	(2794.638608,0.00220894833)
"K011062"	(2157.766579,0.001705968932)
"G012379"	(1578.089369,0.00124633622)
"J014316"	(2838.726214,0.002244437311)
"P008724"	(2597.214503,0.002052579902)
"H008925"	(131.7893102,0.0001043177591)
"C000369"	(2178.531172,0.001721467091)
"E010035"	(1520.181332,-0.0005228032776)
"H002642"	(2124.067044,-0.0007309911026)
"M003418"	(1068.093707,-0.0003662912381)
"A010645"	(186.0328369,-6.381024149e-05)
"N005786"	(1743.831936,-0.0005986061035)
"B005751"	(1885.105961,-0.0006485833919)
"J009506"	(1982.136944,-0.0006790303642)
"E001455"	(2395.862483,-0.0008231242487)
"G009435"	(186.0546586,-6.398795929e-05)
"B002651"	(2662.619294,-0.0009119671118)
"N012405"	(1740.570691,-0.00059676551)
"G005386"	(528.1032456,-0.0001801878936)
"N002241"	(2187.810218,-0.0007510830729)
"I000900"	(1389.510408,-0.0004762716754)
"P015307"	(1154.356969,-0.0003955512387)
"B015360"	(2756.973279,-0.0009486982554)
"C005811"	(2859.3426,0.00157032862)
"G014460"	(1208.813063,0.0006637857772)
"A010309"	(1931.914664,0.001060647388)
"N006851"	(926.3685119,0.0005085753074)
"P000577"	(1168.268383,0.0006418088696)
"C004695"	(404.4551388,0.0002229978191)
"K006497"	(496.9560521,0.0002727315671)
"M006432"	(1574.443799,0.0008642646126)
"N004023"	(2688.518758,0.001474959447)
"N006704"	(2580.789723,0.001415801617)
"E014064"	(1056.622425,0.0005797687195)
"G000027"	(2731.486508,0.001497763721)
"O013070"	(1864.305619,0.001023584635)
"M011331"	(2435.818548,0.001335469539)
"K009966"	(1544.636929,0.000848136139)
"J008602"	(2233.135126,0.001224642618)
"J013477"	(2588.207644,0.001561592838)
"G008719"	(578.5634648,0.0003483018223)
"G007658"	(427.4915398,0.0002579071325)
"E013242"	(482.8880371,0.0002900438626)
"B010705"	(1677.927936,0.001012041642)
"G010001"	(2788.667746,0.001681824977)
"M005355"	(1383.692889,0.0008356997351)
"A013651"	(2702.656474,0.001630350487)
"N008110"	(2077.939191,0.001254097029)
"O003636"	(2479.747507,0.001494724925)
"G004530"	(212.5371171,0.0001283173207)
"M005064"	(3192.832066,0.001924406981)
"O011964"	(1279.814958,0.0007714671283)
"I014464"	(2090.016228,0.00126065509)
"L008992"	(3055.603758,0.001842254526)
"I010785"	(2375.965298,0.001432413766)
"N004316"	(133.5262943,7.817278949e-05)
"I005157"	(2630.083338,0.001535000422)
"G010878"	(2177.003133,0.001271397502)
"B005207"	(2326.596231,0.001358507903)
"F011291"	(2301.096459,0.001342187249)
"G008252"	(1599.300487,0.0009351578075)
"K010402"	(2972.978418,0.001732209982)
"C012684"	(2597.422264,0.001515105626)
"H003748"	(2184.136039,0.001275411823)
"L007074"	(2997.848044,0.001747899999)
"B004552"	(2477.382524,0.001445824843)
"B012027"	(2545.738525,0.001485812134)
"G005576"	(2114.722395,0.001234461544)
"K015254"	(493.8577201,0.000289604539)
"C010834"	(1665.040612,0.0009731104602)
"L010124"	(1711.441523,0.0009974999003)
"N003077"	(2123.771966,7.171813375e-05)
"Q000886"	(583.6648158,1.898778036e-05)
"E011201"	(2713.381401,8.990725086e-05)
"M007868"	(1135.099254,3.740225338e-05)
"A000643"	(80.91062635,3.908525646e-06)
"L009368"	(1820.202649,6.01746909e-05)
"M002484"	(2551.862516,8.667152256e-05)
"M016030"	(2153.431754,7.325297577e-05)
"G001081"	(2133.910717,7.268787328e-05)
"I004202"	(2748.906846,9.213000031e-05)
"O012541"	(1930.943243,6.343964329e-05)
"N010643"	(2123.771964,7.064377764e-05)
"G012990"	(1699.802395,5.703151904e-05)
"N006217"	(2305.197251,7.768999217e-05)
"O011987"	(1863.943459,6.349910745e-05)
"I013129"	(2057.900272,6.791033755e-05)
"A004767"	(2726.651875,0.001981819529)
"H007839"	(411.4164266,0.0002994366673)
"M011422"	(2455.788009,0.001784732409)
"F012959"	(2087.897809,0.001516747238)
"K008613"	(1459.000341,0.001060047559)
"I002754"	(1285.506308,0.0009341681464)
"B015165"	(1992.266257,0.001446978861)
"O005723"	(1864.303901,0.00135365549)
"J004750"	(1221.730394,0.0008880812169)
"G013207"	(1750.083084,0.001271201139)
"C014637"	(2278.217816,0.001654163328)
"C004688"	(2414.878549,0.001754670714)
"A009534"	(2340.363933,0.001700206587)
"P014301"	(2064.632549,0.001505382732)
"E012282"	(2602.10839,0.001890457456)
"K008290"	(2084.252987,0.001514433839)
"G000039"	(1857.871514,0.001185480693)
"J009425"	(2252.097156,0.001434059891)
"C000108"	(1799.07044,0.001147529663)
"P009516"	(2258.911271,0.001440636809)
"F007721"	(1326.970399,0.0008449258125)
"N010871"	(1769.042915,0.001127893164)
"G009038"	(2770.996584,0.001766658159)
"O013959"	(1870.039854,0.001191994976)
"L003626"	(1147.642339,0.0007317148758)
"J004207"	(2649.473158,0.001688706064)
"A005295"	(2702.656808,0.001721045874)
"L015616"	(1404.832269,0.0008941752981)
"G009545"	(1137.066678,0.0007243336913)
"K009949"	(2476.257213,0.001579178228)
"K012396"	(2622.438447,0.001670102215)
"N005210"	(2350.45369,0.001498024616)
"I003950"	(1264.440088,0.002212830882)
"N014143"	(1752.39484,0.003068377787)
"H005290"	(2249.491824,0.003937071507)
"O008943"	(1864.302019,0.003263259047)
"K008915"	(2171.155313,0.003799250433)
"O000970"	(1864.302017,0.003261821193)
"F013547"	(2512.106136,0.004396911177)
"E002400"	(2518.682861,0.004409662514)
"G010547"	(2174.560479,0.003803323304)
"I009875"	(2745.717738,0.004804575039)
"B014068"	(1320.193618,0.002308608595)
"O010629"	(2240.296329,0.003919314547)
"J013358"	(1848.620053,0.003234505619)
"F010931"	(2157.716364,0.003777149597)
"N015095"	(2663.672795,0.004662189819)
"F000636"	(2792.829621,0.004888030984)
"F012064"	(2146.570604,0.001421387622)
"F002553"	(1277.510068,0.0008465001274)
"J008783"	(3122.236845,0.002069740242)
"F015355"	(2484.388617,0.001648969933)
"L012587"	(80.38328227,5.339686832e-05)
"K001768"	(2737.799451,0.001816298189)
"F003452"	(2416.570769,0.001603222512)
"M004288"	(2289.08514,0.001516489828)
"O003030"	(1901.295783,0.001261676064)
"H013130"	(376.5583246,0.0002501886255)
"E012620"	(2278.804438,0.001512122784)
"J009973"	(2998.31586,0.001988735645)
"P015966"	(406.4624381,0.0002696040705)
"N011573"	(2328.654412,0.001545691009)
"C000433"	(2155.979357,0.00142913136)
"O000164"	(2293.843069,0.001520245538)
"F016279"	(1630.818803,0.001963362382)
"N008642"	(3124.714493,0.003762984133)
"O006087"	(1895.486035,0.002281637143)
"F010174"	(1910.886056,0.002301085977)
"K002291"	(1264.557295,0.001520831032)
"G005031"	(2491.913495,0.002997406805)
"L002425"	(2034.401813,0.002451440991)
"D003969"	(705.7338762,0.0008489418452)
"G003824"	(1757.650131,0.002116525495)
"H000147"	(1783.409432,0.002147685274)
"A010968"	(828.8253809,0.001000726892)
"C004393"	(2020.521565,0.002431867762)
"B010214"	(2883.884248,0.003471836155)
"L008554"	(2191.32718,0.002637528699)
"G010750"	(2737.574646,0.003297068215)
"F013327"	(2285.43628,0.002753692066)
"A013350"	(2653.706042,0.001942290779)
"F013287"	(856.2323466,0.0006257044016)
"E010877"	(1961.50021,0.001437381079)
"G012944"	(1208.812846,0.0008855242213)
"L006265"	(2325.760924,0.001704351966)
"I003888"	(2150.206881,0.001574200876)
"G011748"	(1548.053042,0.001135046805)
"I011200"	(2968.303859,0.002176207079)
"K006063"	(2876.191888,0.002108025365)
"E014331"	(2519.178055,0.001845550359)
"N005130"	(208.8021302,0.0001526084943)
"B003507"	(105.0799865,7.70440139e-05)
"O002196"	(2523.427964,0.001848035496)
"C013049"	(2131.408223,0.00156240354)
"K008534"	(1908.597266,0.001398212968)
"C002610"	(2728.006747,0.002000525638)
"K015579"	(2443.792234,0.001429569076)
"O004344"	(2327.568637,0.001360876611)
"C014348"	(1992.600331,0.001163234147)
"L016080"	(755.1072197,0.000441551479)
"P003605"	(2554.85846,0.001494340063)
"K013438"	(2033.576459,0.001188497127)
"M000266"	(182.1538366,0.000106535494)
"J010715"	(1001.546441,0.0005851378214)
"C003775"	(2181.461372,0.001277310575)
"F004998"	(1127.235427,0.0006610046075)
"O016076"	(1863.942304,0.001089327115)
"A015197"	(133.5619515,7.81434731e-05)
"A006116"	(2255.357813,0.001319731995)
"M013506"	(2403.949884,0.001403830593)
"D004166"	(1009.320466,0.0005898773858)
"G004684"	(656.0112881,0.0003837884946)
"P003091"	(2710.714379,0.001948254799)
"E013074"	(2662.71604,0.001913748957)
"F004309"	(3125.733857,0.002248487761)
"D004873"	(1936.020042,0.001393052345)
"O008116"	(132.9872979,9.560470752e-05)
"L013210"	(948.8769944,0.0006825194609)
"O009719"	(2423.721238,0.001744454685)
"O010322"	(1589.44726,0.001144439691)
"O012548"	(298.6986239,0.0002151779058)
"B007478"	(2385.698017,0.001716894809)
"H003469"	(508.603553,0.0003655163813)
"F002828"	(2018.310939,0.001450723006)
"G008613"	(2769.601176,0.001993204732)
"O013241"	(2814.574561,0.002024650392)
"N009003"	(133.5263621,9.627152707e-05)
"L002273"	(724.3685572,0.00052084906)
"P012680"	(2613.85071,0.001740107042)
"J007971"	(1741.361116,0.00115735647)
"E002812"	(2635.660202,0.001750945517)
"H002121"	(2724.830317,0.001812224541)
"J014717"	(2240.75084,0.001491737695)
"G000993"	(1801.231985,0.001195259248)
"P002263"	(2502.080492,0.001662300811)
"A014468"	(2691.142863,0.001789668692)
"E005691"	(2785.844602,0.001851604387)
"D009392"	(2530.070627,0.001682954133)
"F009348"	(1095.200087,0.0007278147174)
"C002117"	(643.6382768,0.0004277248788)
"P006251"	(2258.91356,0.001501944685)
"L015622"	(1692.264613,0.001125742834)
"A005048"	(2409.581437,0.001602610562)
"O003116"	(1436.772816,0.0009506502337)
"P004801"	(2729.742673,0.00229519776)
"L007660"	(3002.361697,0.002526032105)
"J000041"	(1980.76969,0.001666185128)
"G007840"	(212.5372641,0.0001787317605)
"F006422"	(1249.842662,0.001052150666)
"P009026"	(2597.220088,0.002185661021)
"P009923"	(300.8575147,0.0002531716424)
"P000731"	(2133.872787,0.001794697155)
"L001086"	(2342.005726,0.0019724327)
"F015697"	(1716.998317,0.001442869879)
"O002633"	(2459.653629,0.002072174021)
"G016049"	(186.0548875,0.000156443325)
"C003028"	(1654.248441,0.001392183626)
"H012424"	(2660.970484,0.002241968712)
"A015217"	(2645.285165,0.002227213815)
"B000645"	(2535.361381,0.002133541434)
"O011111"	(2537.189119,0.002658551304)
"G000708"	(2480.86533,0.002599685566)
"P009737"	(2671.534669,0.002798330861)
"N008189"	(80.67586078,8.47524233e-05)
"B003617"	(2443.966769,0.002559132557)
"O009869"	(53.17088256,5.536845859e-05)
"N013566"	(2101.506498,0.002201109867)
"D008062"	(2413.931509,0.002526442993)
"F007062"	(1575.842424,0.001649679747)
"B000759"	(1386.278942,0.001450699697)
"C001115"	(1283.323877,0.001342381467)
"P013570"	(1089.52201,0.001141646675)
"L001371"	(2506.899603,0.002624634613)
"F011818"	(3099.964218,0.003247226737)
"G001203"	(2776.208024,0.002908330282)
"E001999"	(2546.030642,0.002669635076)
"B013339"	(2233.908826,0.0004558924315)
"B006727"	(1023.946398,0.0002095111965)
"L011600"	(2146.880356,0.0004391840483)
"B006710"	(638.7528279,0.0001313519604)
"G002005"	(2491.91031,0.0005104860916)
"E012377"	(2518.683007,0.0005149130036)
"F005274"	(2800.187695,0.0005733506843)
"A004703"	(2802.531674,0.0005765251624)
"G005132"	(2621.598321,0.0005376598365)
"H012293"	(2470.711342,0.0005071999192)
"K008090"	(2110.939575,0.000431705359)
"O004430"	(1211.349432,0.0002477697823)
"O013505"	(2566.917219,0.0005253209962)
"E010752"	(360.8150989,7.387763343e-05)
"C000933"	(2266.752494,0.0004650548906)
"F009113"	(2751.320891,0.0005625052727)
"K015926"	(2361.145302,0.001024302869)
"N014053"	(934.1831572,0.0004055461975)
"G000201"	(1986.419741,0.0008611102013)
"M003983"	(2427.12681,0.001052292024)
"O002054"	(1854.257758,0.0008059456146)
"G013995"	(1156.355072,0.0005006194511)
"P011855"	(2410.86593,0.00104605184)
"N006391"	(2813.821086,0.00122057195)
"G008258"	(1367.273419,0.0005939330705)
"H010892"	(2827.564144,0.001224581712)
"F000144"	(1761.240025,0.0007631180688)
"G016128"	(2587.022953,0.001122069152)
"H003365"	(2109.761997,0.0009255417896)
"O007400"	(1858.543967,0.0008077763443)
"N012576"	(1540.425671,0.0006678905366)
"J006909"	(1156.093805,0.0005031916678)
"H007678"	(755.7193516,0.0006882750573)
"Q000136"	(107.8891307,9.770690668e-05)
"E009659"	(1843.203325,0.00167791264)
"F006933"	(2139.014341,0.001948436015)
"D010216"	(2599.358707,0.002366175534)
"G004884"	(131.6979273,0.0001196535371)
"L005584"	(2132.95112,0.001940613953)
"I016198"	(1637.637132,0.001490441566)
"J012974"	(1574.156058,0.001434063108)
"A015798"	(932.3412105,0.0008484276166)
"L013363"	(2087.170976,0.001898375744)
"N006802"	(934.1822845,0.0008498762057)
"F016161"	(1981.050102,0.001800439064)
"G003045"	(1994.18299,0.001815451484)
"F008042"	(2638.849559,0.002401088742)
"D011663"	(2424.652873,0.002207087122)
"I011809"	(2156.243935,0.0005821478515)
"O000822"	(2806.759416,0.0007543756741)
"L015858"	(1456.875037,0.000391718231)
"O014867"	(1890.363271,0.0005077929263)
"P013576"	(303.6783036,8.179589476e-05)
"A015317"	(2535.31186,0.0006789614063)
"H009165"	(2140.491919,0.0005756707861)
"O007180"	(906.9852092,0.0002449497642)
"G008468"	(2290.619991,0.0006151325181)
"D009426"	(1051.060497,0.0002828975836)
"I007471"	(2628.717071,0.0007071351724)
"H014834"	(360.2921294,9.741237146e-05)
"I003610"	(2996.420249,0.0008076814967)
"D013364"	(2601.818593,0.0007010496371)
"H015799"	(2629.292824,0.0007100685613)
"N008746"	(1039.842051,0.0002797374539)
"P005960"	(2542.02302,0.0005064030259)
"J008955"	(2402.447102,0.0004805777556)
"E006840"	(2492.457025,0.0004976944605)
"J006516"	(2164.373139,0.0004331015238)
"N003711"	(1202.207377,0.0002367586321)
"D011280"	(630.5210673,0.0001305878793)
"J006953"	(2808.592637,0.0005628948465)
"P009147"	(2345.973519,0.0004710276921)
"L005043"	(1772.354753,0.0003541952907)
"D000645"	(2479.754122,0.0004958203898)
"O015309"	(2620.763138,0.0005252374706)
"C006989"	(2318.086761,0.0004644757525)
"B014205"	(2438.323604,0.0004884740804)
"E002639"	(2059.147443,0.0004118102695)
"M015597"	(1516.562301,0.0003037090369)
"N004228"	(1829.925359,0.0003665720702)
"D013725"	(2166.464131,0.001259245127)
"D009578"	(2480.170765,0.001440479127)
"E015888"	(161.2845961,9.372329912e-05)
"K002794"	(1955.887399,0.001138138006)
"P012502"	(2317.66849,0.001347695135)
"B001464"	(934.9624109,0.0005433780815)
"B003155"	(2855.514032,0.001656763259)
"O016030"	(2015.90285,0.001169906817)
"N011417"	(1985.642137,0.001154704631)
"D005977"	(1121.716044,0.0006529497319)
"M007292"	(2449.808036,0.001421913556)
"I008764"	(991.7074577,0.0005760564933)
"F014565"	(2792.834011,0.001620858956)
"F007042"	(1295.102143,0.000753482757)
"H001737"	(2848.925928,0.001654940858)
"P011115"	(2553.502743,0.001484683898)
"E010422"	(1483.610394,0.001296336301)
"N008914"	(159.9343376,0.0001399903493)
"N004572"	(584.2998405,0.0005100803989)
"Q000726"	(1955.50022,0.001706825687)
"O010710"	(903.6974409,0.0007889896174)
"J001785"	(2733.776277,0.002391654582)
"A005384"	(1982.37378,0.001732456929)
"O010303"	(1564.585214,0.001366126772)
"E005646"	(2607.898091,0.002279716381)
"I009893"	(53.75845567,4.70500685e-05)
"L003777"	(2053.497828,0.001792632312)
"G010523"	(239.9011753,0.0002087166545)
"J010016"	(2366.139927,0.00206623451)
"N006299"	(1749.1239,0.001528614947)
"J008042"	(2591.217387,0.002261121297)
"N006874"	(1585.630765,0.001385697263)
"A004014"	(2594.410152,0.004608844188)
"H001984"	(2239.837602,0.003979408888)
"P004122"	(2331.021618,0.004140132597)
"M003518"	(1374.475479,0.002440665892)
"G002801"	(2434.332772,0.004321913311)
"N008462"	(993.2282806,0.001764425292)
"P008793"	(2612.495782,0.004640938771)
"H015297"	(2476.015286,0.004397657509)
"N007349"	(2204.749931,0.003917250553)
"O013201"	(3012.318134,0.005349160663)
"A010106"	(2632.061676,0.00467147701)
"F009315"	(1277.511009,0.002268736564)
"D006720"	(2680.712294,0.004769362263)
"A015967"	(2175.811324,0.003863521794)
"O005648"	(1864.303381,0.003311652778)
"E006539"	(1755.76232,0.00311784865)
"G011369"	(2580.600754,0.002319623323)
"N015634"	(1698.279059,0.001526811353)
"M001708"	(2472.99428,0.002223380816)
"O011433"	(2296.859945,0.002064045462)
"O002728"	(2531.468877,0.002273657541)
"E009783"	(888.9334763,0.0007984494535)
"N013349"	(425.8851256,0.0003825393671)
"N011605"	(2359.670705,0.00212186664)
"G004556"	(1986.189557,0.00178604566)
"B002655"	(2244.995596,0.002017411322)
"F008328"	(950.478043,0.0008538674439)
"M007700"	(1374.475144,0.001236642338)
"O005049"	(1091.799354,0.0009824516958)
"K007169"	(1023.658891,0.0009208169841)
"K006997"	(2529.513949,0.002273194853)
"K003695"	(2096.711644,0.001882508837)
"F001363"	(1046.094811,0.001291277557)
"H010925"	(3024.745535,0.003732441189)
"I006165"	(2152.596905,0.002658182416)
"B015116"	(1108.461667,0.001366393624)
"D009236"	(2841.60715,0.003506077616)
"O014415"	(1863.945806,0.002298772053)
"K002388"	(2447.218541,0.003019767982)
"H013723"	(1393.473041,0.001720286713)
"P001929"	(81.29860364,0.0001005347973)
"G011732"	(2555.363958,0.003155459915)
"B011953"	(2684.064125,0.003312754314)
"L006918"	(2602.985455,0.003210288895)
"A009349"	(1130.486287,0.001393885663)
"B014276"	(1163.723316,0.001436071365)
"C009630"	(54.43123254,6.815100383e-05)
"A008673"	(2651.724721,0.003273758484)
"H010714"	(1401.281442,0.001019092662)
"P008510"	(625.0266577,0.0004544664866)
"O010557"	(1863.946228,0.001353238679)
"J006877"	(1666.905858,0.001211044492)
"N008321"	(2040.546373,0.001483637615)
"D000842"	(108.7303783,7.914319938e-05)
"B013822"	(106.4772709,7.776364707e-05)
"N002340"	(1993.334273,0.001450337823)
"F002687"	(2209.267695,0.001608968968)
"D001359"	(1013.972784,0.0007376531351)
"N004517"	(3112.631037,0.002262411659)
"N009569"	(2420.786469,0.001759870267)
"H000779"	(2122.737905,0.001542763457)
"E008247"	(2487.401023,0.001809545021)
"H000389"	(1781.564019,0.001294550911)
"G002722"	(1556.680735,0.001132614937)
