"K008552"	(676.2830506,0.0005559773189)
"N001771"	(129.8943461,7.557490068e-05)
"B011242"	(-672.6879048,-0.0005124878508)
"L004991"	(138.9157405,0.0001431330348)
"I012110"	(420.3464073,0.0001644810798)
"G006577"	(-30.19170457,-2.664212915e-05)
"D015379"	(-512.1588802,-0.0002981636621)
"H014532"	(-4.427376153,-1.860785187e-05)
"F000300"	(-21.08078145,-9.541472489e-05)
"F007115"	(-204.5213721,-0.0001398786469)
"G008849"	(245.9450425,0.0002348332043)
"A000176"	(-242.0612139,-0.0002499004283)
"O012278"	(-907.4440913,-0.0005500744603)
"E015249"	(-502.7374203,-0.0003739925477)
"I012975"	(31.59676785,0.0001201216241)
"O015176"	(-175.5163479,-0.0001478949635)
"O005501"	(-417.664151,-0.0001734881791)
"O002934"	(776.5391479,0.0003337072641)
"O009345"	(-386.3301986,-0.0002971612706)
"D009382"	(-259.4864173,-7.570709013e-05)
"L004161"	(270.440222,0.0001900644835)
"O009206"	(594.4762208,0.0005864539312)
"K012163"	(-7.541445754,-2.614376018e-05)
"N000538"	(-210.0992947,0.0001820866393)
"N007745"	(4.835666527,0.0001044918171)
"J013264"	(-448.5200112,-0.0003795558031)
"L005224"	(-464.0439502,-0.0002345661317)
"L002181"	(374.8381835,0.0002321495199)
"I003811"	(545.9861338,0.0005235393003)
"O015223"	(-394.1619097,-0.000336514592)
"H012860"	(692.5444138,0.0006512625095)
"B008298"	(-72.61431351,-0.0001314715363)
"H012542"	(624.7997668,0.0008056901072)
"L002412"	(-17.86480866,2.133755264e-05)
"P004971"	(-210.2307396,-0.0004404435735)
"N004440"	(347.8111721,0.0003283403884)
"G000179"	(83.78752225,6.680566597e-05)
"C003041"	(554.3970541,0.0006519287038)
"N000876"	(286.2124209,0.0002128573874)
"P002883"	(-5.863033693,-4.306750548e-06)
"J014942"	(-4.748453088,-6.939820909e-05)
"C012478"	(86.70785905,7.6578559e-06)
"N009141"	(-104.5771766,-0.0004338507478)
"K014106"	(997.1174312,0.0004606265922)
"P009896"	(-367.9662312,-0.0001629960526)
"B005351"	(133.4192323,0.0002656275681)
"N013705"	(-115.3619377,-9.719743307e-05)
"N005398"	(576.0049217,0.0003800142349)
"D000991"	(-765.6529431,-0.0002614515385)
"M003867"	(-246.7590494,-0.0001853713765)
"L011078"	(-375.9612277,-0.0002517233998)
"O002123"	(-54.95975287,-6.983455163e-05)
"J009244"	(58.94521269,-2.592579753e-05)
"G000710"	(177.4184243,-7.784242623e-05)
"O001419"	(-662.4098628,-0.0002704111637)
"C014461"	(7.806272403,0.0001192904707)
"G016246"	(34.64684614,-0.0001578836176)
"N012973"	(411.6073378,0.0002368080914)
"E010426"	(-169.2065995,0.0002184670533)
"L016239"	(-966.5191338,-0.0007388345005)
"P009853"	(73.79106191,-2.570620928e-06)
"G002848"	(188.5547051,7.856239568e-05)
"G013454"	(139.5782407,5.936013572e-05)
"F010078"	(-21.08078474,-0.0001233092526)
"L008970"	(-30.73526617,0.0001817328658)
"A001237"	(35.21744735,2.534129626e-05)
"G007956"	(-218.21055,-0.0002809793709)
"I006223"	(647.2901398,0.0003011212348)
"K012200"	(506.1283868,0.0004253734122)
"G008574"	(133.197149,1.788488623e-06)
"F002394"	(-533.9481172,-0.0003259986978)
"O016278"	(971.2943863,0.0007603474978)
"D009097"	(137.9755836,-2.560754327e-05)
"I001678"	(154.3046172,-5.320684019e-05)
"F007859"	(-21.08075614,-0.0001681059719)
"E008005"	(784.1822776,0.0005823351393)
"A009004"	(-73.53955502,5.552706281e-05)
"B005805"	(-346.31864,-7.677717856e-05)
"G009114"	(-251.8389029,-0.0004564156527)
"M013322"	(-438.4399752,-0.0001964318249)
"O004895"	(66.67610248,-1.919841137e-05)
"C001236"	(921.2476318,0.0006219367182)
"B008481"	(490.6553319,0.000510490983)
"N011404"	(860.4558102,0.001019781939)
"B012516"	(-316.5148849,-0.0001482223494)
"K007499"	(406.3085846,0.0003159361532)
"G014291"	(-438.8973069,-0.0005429515057)
"F006846"	(-21.0807668,-0.0001224002697)
"I001412"	(772.1904542,0.0006556397003)
"K011480"	(-147.6949181,-0.000118132535)
"P006296"	(-406.3802352,-0.0005612240497)
"K005895"	(482.2984496,0.0001357472454)
"N007461"	(-16.01595736,7.35248895e-07)
"M004882"	(-359.547469,-0.0001466817689)
"J003893"	(-508.2608069,8.24145448e-05)
"I002038"	(-1039.18226,-0.0003402761182)
"M000340"	(-272.233397,-5.48036481e-05)
"L002159"	(355.2228619,0.0001045499222)
"L012789"	(-24.41191655,-8.800594989e-05)
"C009166"	(392.3229606,0.0001416922228)
"K007390"	(102.5121527,2.650160758e-05)
"H000647"	(518.4830935,2.239314709e-05)
"N013834"	(-144.1761457,-7.003214504e-06)
"F007431"	(-816.7090992,-0.0001329606336)
"N006106"	(-220.1666282,-2.447353365e-05)
"O005423"	(767.1752803,0.0005124048893)
"G005766"	(-228.8346144,-9.045938783e-05)
"P012038"	(303.6561494,0.0002302394628)
"C002903"	(-92.59828557,-2.472687684e-05)
"P002498"	(176.6188705,8.444002725e-05)
"A015509"	(-50.8327306,-6.781675343e-05)
"G012356"	(92.71626459,0.0001033325713)
"N012482"	(125.588749,0.0002718036042)
"H001804"	(-822.3795737,-0.0004544815279)
"Q000932"	(-51.45371161,2.096022084e-05)
"L010439"	(-66.63742005,-0.0001120621079)
"N007120"	(184.3223698,2.651421266e-05)
"L008730"	(-189.5790488,-0.000103847923)
"O008299"	(563.1642651,0.0004037394897)
"O011283"	(-1615.695073,-0.0004904308741)
"J015101"	(-197.3217582,-0.0002368366111)
"N003747"	(-336.575744,0.0002194916143)
"H005113"	(556.5103669,0.0001233920201)
"F003754"	(416.0315026,0.0001501845892)
"O001325"	(309.3579789,4.674382258e-06)
"K002943"	(147.7847744,0.0001973421891)
"E003449"	(-136.5500397,-6.600458574e-05)
"K010506"	(13.1667987,-0.0001604453636)
"G007039"	(63.15798796,9.602866728e-05)
"G007650"	(-276.0193815,-0.0002362748758)
"C014527"	(-732.2110238,-0.0005664441623)
"F005223"	(-6.402587201,-0.0001389190954)
"M010886"	(-288.3129703,-0.0002609677348)
"L013913"	(147.8552633,0.0001577810579)
"A012425"	(187.503779,2.502330592e-05)
"N012471"	(175.6485644,-3.843589912e-05)
"G008005"	(305.1995526,0.0002897434764)
"G012547"	(1007.530462,0.0005928943879)
"L009378"	(144.9744634,0.0001820091287)
"A013393"	(-63.48033653,-0.0003329419115)
"O009951"	(256.1680306,0.0002945799691)
"K013949"	(-303.458493,-0.0001982127129)
"C002305"	(94.41187733,0.0001564766897)
"A002624"	(204.0282385,6.503254574e-05)
"N006359"	(-713.5496442,-0.000413866511)
"B012874"	(215.0905313,0.0001635423793)
"O006895"	(153.4806549,-2.353364878e-05)
"J014205"	(-765.882361,-0.0003595992321)
"P013215"	(257.7742055,0.0002405797346)
"G014022"	(-156.4827212,-4.070574121e-05)
"L013165"	(-322.692089,-0.0001557276643)
"G003689"	(477.4979915,0.0002924460404)
"A002279"	(775.9794358,0.0004127640957)
"J013468"	(-277.7998146,-0.0003839461627)
"C005103"	(1004.586105,0.0003487329978)
"M001516"	(-82.87249713,-6.207097031e-05)
"P004559"	(-534.4632301,-0.0005871183431)
"F001683"	(348.339849,0.0002938349259)
"F012087"	(-340.4723012,-0.0005433898316)
"I005601"	(214.7749775,0.0001862362943)
"P008741"	(173.0738738,-7.167181945e-06)
"E002286"	(-276.0680243,-0.0002842795972)
"N013530"	(593.8283792,0.0006218128541)
"F007410"	(362.9287998,0.0003185327623)
"D013315"	(240.373232,0.0001980035085)
"B002363"	(-126.7809818,-0.0001887197268)
"P002995"	(98.5729843,0.0001870898005)
"F011017"	(-128.4505106,-0.0002324600302)
"O006434"	(-62.05882977,-0.0001506511216)
"F004410"	(15.05418241,-0.0001512310231)
"J005113"	(695.9070459,0.0008067448829)
"N014441"	(109.1416781,-3.230421565e-05)
"G003410"	(120.7221061,0.0001367898791)
"E009266"	(-538.955391,-0.0007657230197)
"D008540"	(206.4658564,6.72943509e-05)
"K009340"	(-345.9541847,-0.000221599514)
"F004786"	(15.05419938,-0.0001564747812)
"L001301"	(44.79539459,-0.0001672123415)
"M004842"	(-141.3370007,-8.787276428e-05)
"K007017"	(1355.132095,0.001159115828)
"D012268"	(-306.3531559,-0.0002098511966)
"G001952"	(1025.529232,0.001176777727)
"K010933"	(793.3380988,0.0007148571924)
"K001117"	(-995.8438402,-0.001040233284)
"G001916"	(73.35245278,0.0001453972502)
"G008803"	(522.1248716,0.0005339770082)
"F010493"	(503.3906895,0.0005371801698)
"J006340"	(374.8648804,0.0004935467311)
"J011824"	(703.1020595,0.00064800841)
"D002698"	(243.2053051,0.0003744821915)
"M001776"	(1119.532658,0.001038717551)
"B015695"	(78.82653951,-1.676379701e-05)
"C010795"	(-869.790448,-0.001057608871)
"F012118"	(-533.95573,-0.0005393667578)
"J005815"	(-395.7210229,-0.000585465758)
"C015432"	(108.1501967,7.432110918e-05)
"D008753"	(1231.019165,0.001092420112)
"L007853"	(-659.4201,-0.000486168974)
"N016053"	(-205.2710877,-0.0002611166935)
"K004688"	(348.4698144,0.0004979711432)
"K005909"	(-245.4949865,-0.0002527356097)
"N016122"	(385.7056962,0.0003435171169)
"K012589"	(-114.8862317,3.125931748e-05)
"M011174"	(642.655565,0.0006399086232)
"A013760"	(500.7226755,0.0004469903399)
"G002701"	(640.6264324,0.0006044774104)
"I013958"	(552.0864839,0.0003283598303)
"N005701"	(-26.89718096,-1.918975555e-05)
"P006046"	(43.29918776,2.00924446e-05)
"J016160"	(-185.6535707,-0.0001740204415)
"L016072"	(-23.1539778,-3.656374106e-05)
"F015713"	(-435.1807774,-0.0004173816597)
"F014456"	(-634.2768216,-0.0005374898867)
"D003759"	(0.005986073526,4.152123504e-05)
"L011356"	(385.898463,0.0002701979031)
"K003970"	(189.2828211,0.0003994364746)
"L003071"	(19.19147764,4.695513008e-05)
"M016199"	(-170.0931358,-0.0001155416719)
"C009442"	(-84.97940288,-0.0002445596815)
"C003214"	(-729.0705088,-0.0002989507779)
"I007313"	(545.9860382,0.0002814850016)
"M002702"	(3.737083715,0.0001426431029)
"O005824"	(-217.8111427,-0.0001759038737)
"J007405"	(221.5307086,1.661761332e-05)
"G006888"	(737.3849503,0.0004271283531)
"J012313"	(-52.70667924,-0.0001246051513)
"F015769"	(257.0676524,0.0001671050683)
"E004283"	(-135.4047751,-6.840637814e-05)
"P012446"	(457.1252853,-0.0001213100372)
"H004037"	(347.1558721,-3.203884832e-05)
"F013523"	(416.0309671,0.0001071023713)
"G003170"	(270.1275833,1.725413646e-06)
"B011019"	(-913.7345369,-0.0007343557082)
"E009021"	(-566.8211667,-0.0005289513673)
"F008855"	(486.8743658,0.0004770022318)
"F001264"	(-12.69857806,-6.740986578e-05)
"J002314"	(809.1698089,0.0008747735207)
"L002196"	(106.2552467,8.774910101e-06)
"B007146"	(750.14064,0.0008815873176)
"N005634"	(888.3502445,0.0006872403463)
"G012666"	(-196.0315234,-0.0001535675508)
"K009985"	(531.2522821,0.0004076992606)
"O002254"	(211.7720781,6.121182037e-05)
"C003397"	(57.3454075,7.883159685e-05)
"F013336"	(12.75543199,-0.0001395353787)
"B009418"	(-79.59239099,-5.790750952e-05)
"F000314"	(107.447151,4.449972286e-05)
"I008912"	(284.1437946,0.0001919996808)
"N011915"	(156.0847982,1.972670418e-05)
"G012101"	(-53.61824437,-0.0001413372452)
"G002049"	(17.77902855,-0.0001355675721)
"G000171"	(-30.19170234,-1.883970009e-05)
"P007454"	(487.8973233,0.0002665042096)
"J016245"	(-322.0432269,1.724987659e-05)
"N010509"	(-1070.249671,-0.0006078905429)
"A000083"	(8.446982188,5.096921294e-05)
"L010966"	(-78.0815169,-4.776864868e-05)
"G008685"	(30.73980946,0.0002209558622)
"K006827"	(787.2797739,0.0003724799095)
"N011054"	(-144.1762381,-2.902937766e-05)
"O015016"	(244.778758,0.0001455757315)
"B006656"	(-401.2574389,-0.0004798636081)
"G015661"	(-601.132528,-0.0003167742654)
"F005256"	(216.5633177,0.0003324749363)
"C004993"	(344.2935511,0.0002708660518)
"J008341"	(-193.4754737,-1.840717942e-05)
"F007598"	(-149.7811562,-0.0002286961006)
"H013944"	(292.6105809,0.0002884743558)
"K015923"	(-362.2365514,-0.0003408947692)
"A007536"	(186.8986168,0.0001318217177)
"D009518"	(-93.9115893,-0.0001711455003)
"N003484"	(-67.68557527,-0.0001992562212)
"G002221"	(83.78759374,7.298141769e-05)
"O011779"	(615.1442625,0.0007296669292)
"D001842"	(1431.697806,0.001301083333)
"F015006"	(90.96952556,5.451489124e-05)
"O011645"	(-327.011832,-0.0002802004203)
"G015565"	(-535.569484,-0.0004965198476)
"N015401"	(44.4414917,2.509262646e-05)
"F003024"	(220.7611942,0.0002826447482)
"D004335"	(259.2727138,5.505301091e-05)
"M013354"	(200.3822518,5.086948865e-05)
"L014711"	(467.3830156,0.0005089296554)
"F014530"	(-689.4744493,-0.0006154844922)
"J012468"	(386.967522,0.0003195566138)
"M004080"	(115.3442322,0.0001093163247)
"I009510"	(-1123.542464,-0.0008666879843)
"E001407"	(-617.7029346,-0.0004649528964)
"F014523"	(322.9895821,0.0001969589175)
"K005595"	(-334.0557949,-0.0003178313049)
"N010731"	(425.0056519,0.0003907789923)
"O002622"	(574.2617803,0.0006821550411)
"L007852"	(-817.8789892,-0.0008247259908)
"E006836"	(51.79183082,0.0002150339588)
"K002392"	(-19.79346712,3.904576248e-05)
"G007550"	(685.8818266,0.0005664583272)
"P001833"	(25.07919711,1.538913731e-05)
"N001650"	(-72.11948314,-2.85365903e-05)
"G012712"	(-703.6820969,-0.0003353682787)
"I010863"	(-141.8483176,9.341510369e-05)
"P009272"	(497.1595386,2.166722826e-05)
"P001727"	(491.6960303,-0.0001293121531)
"O004405"	(87.3882569,4.485390289e-05)
"L000736"	(19.11912311,9.305878357e-05)
"M002149"	(130.1952617,-4.379458046e-06)
"G005634"	(-180.4452963,-1.703252975e-05)
"B014840"	(-451.5391412,-0.0002380865588)
"P009444"	(144.1310145,5.746387839e-05)
"D008067"	(258.9858765,7.353410433e-06)
"D006199"	(-923.6254785,-7.0970845e-05)
"A009796"	(-526.273593,-0.0001483284334)
"G003921"	(-132.3670408,-1.719582701e-05)
"H003805"	(644.4050267,-2.242017098e-06)
"G013522"	(499.2029444,-0.0001641666707)
"G007370"	(28.90387199,5.007393882e-06)
"P008556"	(-171.2858562,-0.0002846818091)
"P014175"	(441.3983643,0.0003489556374)
"A004936"	(494.3531221,0.0004953679975)
"N005699"	(-244.5689387,0.0001188657618)
"L014529"	(-322.7061802,-0.000245876086)
"G002917"	(-613.9437041,-0.0005116493213)
"M000797"	(196.2900298,0.0001088627517)
"F012609"	(61.93392584,1.658593142e-05)
"A010638"	(906.0660582,0.0007786897262)
"H006734"	(-742.062763,-0.0005628385957)
"L009622"	(-166.7329134,-0.0001816514996)
"L003391"	(138.9157562,0.0001592256733)
"C008296"	(87.79014084,6.084734754e-05)
"C009284"	(-826.2373927,-0.0005391177182)
"I001162"	(-403.8205747,-0.0003306220894)
"N010610"	(-54.75835412,8.085865871e-05)
"G012875"	(-210.2321534,-9.765687494e-05)
"N001990"	(-84.4491373,3.106621335e-05)
"O012788"	(731.8426983,0.0007073223967)
"M010677"	(578.0676832,0.0004759176187)
"I000059"	(646.7286869,0.0005345208869)
"N013305"	(216.9712203,6.49277037e-05)
"N001607"	(-568.6211719,-0.0002549141152)
"K000254"	(149.767504,3.320013706e-05)
"M004054"	(-329.0405674,-0.0002737625031)
"E010171"	(60.30277239,0.000116105135)
"K015246"	(-388.8309963,-0.0005121974317)
"H002979"	(26.00566739,0.0001758350094)
"F005959"	(-159.9185988,-2.32595553e-05)
"A005094"	(371.3654978,0.0002486139784)
"O006609"	(-553.9012106,-0.0005247228589)
"E005640"	(-740.7447887,-0.0005448911334)
"I000481"	(429.1696897,0.0002960542604)
"A004543"	(-845.4123602,-0.0003838064227)
"F009935"	(-32.72806007,-0.0001696614828)
"N014817"	(705.2139181,0.0004997816303)
"I009453"	(227.512911,0.0001146077006)
"I002647"	(214.1057336,4.215814979e-05)
"L006145"	(815.7833729,0.0005942252494)
"G005044"	(-209.4942095,-7.943513975e-05)
"N006663"	(636.7816896,0.0003381831442)
"N007537"	(196.0066185,8.908670037e-05)
"P011138"	(256.7863916,8.176823723e-06)
"H001031"	(-597.1072367,-0.0001185869767)
"O013633"	(39.09479822,7.843603436e-05)
"G013791"	(115.5564907,0.0001076846577)
"D007951"	(-373.3062945,-0.0004213940934)
"A006744"	(-441.3743646,-0.0002998516318)
"K002149"	(-1158.416329,-0.0005862248183)
"P013914"	(-197.0992506,-0.0001365732064)
"N015349"	(-362.6306292,-0.0002462545104)
"O016277"	(-140.4754416,1.871685465e-05)
"F010268"	(-340.3531297,-0.0001798381517)
"E000301"	(-544.486329,-0.000391416904)
"L012645"	(222.9864437,0.0001705451924)
"O007661"	(61.18797572,-0.0002336083896)
"K006452"	(-288.9987472,-0.0004256739972)
"L003995"	(-368.9497206,-0.0002823597641)
"A009168"	(148.8282725,0.0001551657889)
"K000124"	(10.84141837,-7.435854205e-05)
"P013755"	(-450.8281125,-0.0002812484738)
"F001353"	(233.1097043,5.560361628e-05)
"I001377"	(418.9630913,0.000267425701)
"O012474"	(126.1886616,1.054672333e-05)
"F015740"	(677.674777,0.0004825018666)
"E007957"	(125.217191,5.43904688e-05)
"M000984"	(-314.3537228,-0.0002046235631)
"H000559"	(422.9051316,0.0002914389745)
"N002127"	(-958.4861455,-0.0006930371424)
"M014005"	(3.737085983,0.0001429550923)
"E003567"	(-46.49416762,-3.593652597e-05)
"J007098"	(-52.7067241,-9.911042771e-05)
"J005746"	(-973.54188,-0.000747407354)
"I002274"	(-2.384740981,-5.775947264e-05)
"B015238"	(-387.2860758,-0.0004045788655)
"O008583"	(-26.81898371,-7.179419119e-05)
"I009358"	(126.398206,-1.299779296e-07)
"N005117"	(179.7327751,0.0001693370671)
"K013100"	(181.2865988,0.0002495923643)
"G014376"	(-209.4941998,-0.0001479771701)
"A015557"	(150.746861,9.433008565e-05)
"E014876"	(169.6650328,0.0002631551956)
"D009924"	(36.09611627,8.991119299e-06)
"B001683"	(1032.85969,0.0007751499252)
"E010195"	(-328.8110427,-0.0001438515483)
"M006165"	(492.039719,0.0004448196221)
"O005951"	(69.38328062,0.0001192595638)
"Q001391"	(706.3192933,0.0006213841325)
"O007562"	(819.6615849,0.0007114849595)
"G007078"	(314.4691682,0.0001633411223)
"A007539"	(150.7468352,0.0001006233469)
"F008839"	(-134.2861793,-7.888925713e-05)
"M004063"	(325.6841586,0.0002036647019)
"G008838"	(785.7723693,0.0008061319501)
"J007907"	(-63.5707572,2.914615081e-06)
"H005104"	(-54.34077811,0.0001072605082)
"H006033"	(225.409326,0.0001801254764)
"F014831"	(13.8283312,3.157066234e-05)
"M000714"	(-155.9006116,-2.885153152e-05)
"L012939"	(-115.7623699,-0.0001920982898)
"L010878"	(-902.3989697,-0.0008136175432)
"I012533"	(-1056.143422,-0.001159843439)
"A010998"	(-162.5991069,-0.0001798549255)
"N011022"	(-16.70274273,-8.224351824e-05)
"O014160"	(-395.6499748,-0.0002659689385)
"C015778"	(373.1428435,0.0004307615064)
"H011303"	(88.97950187,2.469516543e-05)
"M008674"	(164.033809,0.0002046724598)
"O010457"	(-488.7109372,-0.0005896211623)
"H008998"	(124.1506144,0.0001593917027)
"G008892"	(314.468913,0.0002974074255)
"G002894"	(83.78748335,0.0001475823031)
"O010813"	(77.03451515,0.0001034013532)
"D014255"	(746.3726874,0.0004342192686)
"B004425"	(172.6750116,9.798364173e-05)
"O011316"	(-161.5892254,-4.604883729e-05)
"F010539"	(369.1496954,8.255262353e-05)
"D004223"	(-923.625391,-0.0005015058893)
"L008058"	(99.41570614,-1.964309335e-05)
"G006052"	(-65.51883462,-4.76673732e-05)
"M009257"	(-970.7226935,-0.0004630086926)
"J013747"	(-393.9860926,-0.0003759123154)
"D010302"	(746.3707176,0.0004617574922)
"K009773"	(160.2993313,0.0002907103345)
"I014033"	(466.5141653,7.968759284e-05)
"E010721"	(-290.7635998,-0.0002496018485)
"F014660"	(340.5368578,1.544619726e-05)
"N001483"	(545.6851338,0.0001470862861)
"I016084"	(-113.4050322,-0.0001693735123)
"B001267"	(207.4196969,0.0002459900621)
"I012265"	(-64.53866633,-8.532268302e-05)
"F013445"	(-702.512773,-0.0005873595614)
"F006040"	(419.6078414,0.0004799242812)
"N011993"	(231.4700417,8.991697521e-05)
"Q001046"	(-236.5115843,-0.00014732252)
"D003872"	(560.4906911,0.0004137311124)
"N009770"	(-404.3262496,-0.0004463660055)
"N010999"	(-501.6638486,-0.0004466703843)
"D005869"	(-788.2019739,-0.0006456845109)
"A015045"	(-78.31530383,-8.023039474e-05)
"G011745"	(215.5105049,0.0001859786294)
"G006745"	(371.1189178,0.0002117407203)
"D005684"	(-356.4938942,-8.795625161e-05)
"O001495"	(80.67195414,9.85077835e-05)
"N004015"	(-10.43793704,4.698128763e-05)
"I006684"	(87.15409939,-9.490083227e-05)
"G012332"	(383.5908846,0.0003524325381)
"F000979"	(1110.032165,0.0007280310996)
"O003267"	(114.2305547,4.289941208e-05)
"N006324"	(-345.5504728,-0.0002157538075)
"I004139"	(210.7896621,0.0002737460008)
"P012514"	(-251.1078116,-0.000199644976)
"H010620"	(167.6738282,3.73904679e-05)
"B004024"	(458.6460571,0.000709581912)
"H009144"	(140.1987347,2.314153939e-05)
"E009193"	(406.558552,0.0002908496279)
"P010139"	(62.36607789,9.048028562e-05)
"D015331"	(272.4406172,0.0003931315902)
"C010387"	(-236.1682792,-0.0002373258865)
"J002387"	(4.938139078,9.251034556e-05)
"G004294"	(314.4689494,0.0001491286204)
"B003005"	(-280.6263654,-0.0001599177364)
"N000367"	(534.1487035,0.0004013184204)
"E007271"	(-60.87639503,0.000226070792)
"E015577"	(-319.1311385,-0.0003760933767)
"G008944"	(73.32762458,-4.647303819e-05)
"A001993"	(634.0924077,0.0006284847173)
"H014313"	(-171.4515796,5.467649566e-05)
"K015615"	(133.0938987,0.0001103054563)
"B006438"	(244.1900036,0.00028189471)
"F009301"	(423.3506819,0.0002363085741)
"E010155"	(407.7127529,0.0002864864334)
"G013636"	(55.84191736,-0.0002205025743)
"F001920"	(-916.6664505,-0.0005239448313)
"G008912"	(263.4558194,0.0002210243505)
"G015283"	(724.4859071,0.0005338994102)
"F004878"	(-877.7815953,-0.0006636845266)
"D012935"	(-520.0809238,-0.0003770698189)
"N008157"	(-454.9096863,-0.0001910622892)
"A003780"	(54.67322477,-7.677398875e-05)
"N006789"	(95.61139226,-9.238720207e-06)
"K012925"	(772.0771062,0.0006342255749)
"N001797"	(39.05521286,5.804105888e-05)
"O001631"	(-30.28038197,-0.0002194003269)
"H009363"	(-169.3062623,-6.841425417e-05)
"I007550"	(85.04076156,-3.681535344e-05)
"F015825"	(-92.09116171,-2.391420371e-05)
"F002161"	(-198.8910351,-8.25678595e-05)
"G003221"	(269.1019558,8.57756312e-05)
"F003203"	(-149.7810867,2.922785104e-05)
